Question,Label
Write a Python program to find all index positions of the maximum and minimum values in a given list of numbers. ,1
Write a NumPy program to get the powers of an array values element-wise. ,1
Write a Python program to create a ctime formatted representation of the date and time using arrow module. ,1
Write a NumPy program to create display every element of a NumPy array. ,1
Write a Pandas program to import excel data (employee.xlsx ) into a Pandas dataframe and find a list of employees where hire_date> 01-01-07. ,1
Write a NumPy program to create a 2d array with 1 on the border and 0 inside. ,1
Write a NumPy program to get the n largest values of an array. ,1
Write a Python program to find numbers within a given range where every number is divisible by every digit it contains. ,1
Write a Python program to extract h1 tag from example.com. ,1
Write a Python program to remove a specified item using the index from an array. ,1
Write a Python program to sort a given list of lists by length and value using lambda. ,1
Write a Python program to find the index position of the largest value smaller than a given number in a sorted list using Binary Search (bisect). ,1
Write a NumPy program to get a copy of a matrix with the elements below the k-th diagonal zeroed. ,1
"Write a Python program which iterates the integers from 1 to 50. For multiples of three print ""Fizz"" instead of the number and for the multiples of five print ""Buzz"". For numbers which are multiples of both three and five print ""FizzBuzz"".",1
"Write a Python program to get a list with n elements removed from the left, right. ",1
Write a Python program to list the tables of given SQLite database file. ,1
"Write a Python program to split values into two groups, based on the result of the given filter list. ",1
Write a Python program to store a given dictionary in a json file. ,1
Write a Python program to add two objects if both objects are an integer type. ,1
Write a Python program to count the number of items of a given doubly linked list. ,1
Write a Pandas program to combine the columns of two potentially differently-indexed DataFrames into a single result DataFrame. ,1
Write a Python program to count number of items in a dictionary value that is a list. ,1
Write a Python program to find the elements of a given list of strings that contain specific substring using lambda. ,1
Write a Pandas program to generate holidays between two dates using the US federal holiday calendar. ,1
Write a NumPy program to get all 2D diagonals of a 3D NumPy array. ,1
Write a Python program to solve the Fibonacci sequence using recursion. ,1
Write a NumPy program to access an array by column. ,1
Write a Python program to get the sum of a non-negative integer. ,1
Write a NumPy program to create and display every element of a NumPy array in Fortran order. ,1
Write a Python program to check whether a specified list is sorted or not. ,1
Write a NumPy program to create a 3x3 identity matrix. ,1
"Write a Python program to get string representing the date, controlled by an explicit format string. ",1
Write a Python program to remove the first occurrence of a specified element from an array. ,1
Write a Pandas program to extract word mention someone in tweets using @ from the specified column of a given DataFrame. ,1
Write a Python program to calculate the sum of the positive and negative numbers of a given list of numbers using lambda function. ,1
"Write a Pandas program to split the following dataframe into groups, group by month and year based on order date and find the total purchase amount year wise, month wise. ",1
Write a Python code to create a program for Bitonic Sort. ,1
Write a Python program to get the cumulative sum of the elements of a given list. ,1
Write a NumPy program to create an array which looks like below array. ,1
Write a Python program to extract common index elements from more than one given list. ,1
Write a Pandas program to check if a specified value exists in single and multiple column index dataframe. ,1
Write a Python program to count the elements in a list until an element is a tuple. ,1
"Write a Pandas program to create a stacked histograms plot of opening, closing, high, low stock prices of Alphabet Inc. between two specific dates. ",1
Write a Python program to add a number to each element in a given list of numbers. ,1
Write a Python program to create a multidimensional list (lists of lists) with zeros. ,1
Write a Pandas program to find the positions of numbers that are multiples of 5 of a given series. ,1
Write a Python program to get the n (non-negative integer) copies of the first 2 characters of a given string. Return the n copies of the whole string if the length is less than 2. ,1
"Write a NumPy program to partition a given array in a specified position and move all the smaller elements values to the left of the partition, and the remaining values to the right, in arbitrary order (based on random choice). ",1
